"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,508.4875,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,477.6078,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,474.4643,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,636.2413,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,605.9849,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,600.2853,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,625.5963,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,687.6083,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,746.6392,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,758.2614,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,725.0511,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,725.5942,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,704.0423,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,700.1731,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2020","2020","PER","Persons","3","Thousands",,,874.7427,,
"AUS","Australia","YGTT06L1_ST","Unemployment","A","Annual","2021","2021","PER","Persons","3","Thousands",,,704.4494,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.033881,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.78524,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.379151,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.23433,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.560385,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.21334,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.081195,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.223376,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.66194,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.077244,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.056423,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016","PC","Percentage","0","Units",,,5.710301,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.59376,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.299855,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2019","2019","PC","Percentage","0","Units",,,5.158916,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.46183,,
"AUS","Australia","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.11596,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2005","2005","PER","Persons","3","Thousands",,,3970.875,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4037.625,"B","Break"
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4123.925,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4166,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4205.025,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4220.05,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4246.225,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4293.3,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4335.85,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4357.575,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4400.075,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4490.175,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4508.025,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4539.05,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4559.2,,
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2020","2020","PER","Persons","3","Thousands",,,4540.3,"B","Break"
"AUT","Austria","YGTT07L1_ST","Labour force","A","Annual","2021","2021","PER","Persons","3","Thousands",,,4589.6,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1807.175,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1844.275,"B","Break"
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1885.45,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1914.975,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1947.725,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1959.4,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1980.9,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2009.3,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2031.925,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2047.7,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2063.725,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2102.35,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2112.075,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2122.175,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2134.6,,
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2130.775,"B","Break"
"AUT","Austria","YGFE07L1_ST","Labour force females","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2148.6,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2163.675,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2193.375,"B","Break"
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2238.425,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2251.025,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2257.3,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2260.625,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2265.35,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2284.025,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2303.925,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2309.825,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2336.325,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2387.875,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2395.925,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2416.875,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2424.625,,
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2409.525,"B","Break"
"AUT","Austria","YGMA07L1_ST","Labour force males","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2441.025,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,3747.425,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,3825.975,"B","Break"
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,3923.575,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,3994,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,3982.1,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4016.625,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4052.425,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4084.4,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4104.55,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4112.675,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4148.275,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4220.175,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4260.1,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4319,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4354.65,,
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2020","2020","PER","Persons","3","Thousands",,,4296.8,"B","Break"
"AUT","Austria","YGTT08L1_ST","Employment","A","Annual","2021","2021","PER","Persons","3","Thousands",,,4305.9,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1701.375,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1740.975,"B","Break"
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1785.575,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1830.525,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1848.675,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1868.7,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1890.1,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1913.125,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1924.325,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1937.475,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1954.125,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1985.775,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2005.75,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2023.5,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2041.75,,
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2019.375,"B","Break"
"AUT","Austria","YGFE08L1_ST","Employment females","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2017.2,,
"AUT","Austria","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,45.40118,,
"AUT","Austria","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,45.50409,"B","Break"
"AUT","Austria","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,45.50888,,
"AUT","Austria","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,45.83187,,
"AUT","Austria","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,46.42463,,
"AUT","Austria","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,46.52414,,
